x,y1,y2,y3,y4
-7.5,37.047836,-7.1290035,0.34587276,8.117237
-7.4,36.868866,-7.6995525,0.23578563,8.006646
-7.3,36.081207,-7.215633,0.33191732,7.5143914
-7.2,35.881176,-7.1360235,0.8284328,7.532527
-7.1,35.355396,-6.6850886,0.74409217,7.008045
-7.0,35.345024,-7.149684,0.876184,7.138749
-6.9,34.206867,-6.5864773,1.094973,6.9489565
-6.8,34.35685,-6.8935175,1.1694909,7.5549564
-6.7,33.464214,-6.8537035,0.96466357,6.925817
-6.6,32.616756,-6.418949,0.98980594,6.7509866
-6.5,32.942204,-6.7609687,1.3506742,6.6830773
-6.4,31.986805,-6.521065,0.62884575,7.2037463
-6.3,31.842243,-6.5937095,0.97046965,7.082324
-6.2,30.560108,-6.5578938,1.1239581,6.4357915
-6.1,30.190943,-6.557501,0.6875789,6.4361124
-6.0,30.368073,-5.7601614,0.857663,6.7200737
-5.9,29.080753,-6.1771016,1.106803,5.8206277
-5.8,28.982079,-5.916818,1.0639145,6.1266866
-5.7,28.170103,-5.884333,0.4704533,5.819178
-5.6,28.302677,-5.9932723,0.579506,5.8249702
-5.5,27.659588,-5.3539643,1.0481477,5.4662523
-5.4,26.943878,-5.4918814,0.6374848,5.7343974
-5.3,26.754494,-5.1692696,0.73723227,5.3794556
-5.2,26.486689,-4.7272754,0.5462837,6.147085
-5.1,25.988556,-5.123428,0.43735462,5.8730865
-5.0,25.339935,-4.562018,0.25660834,5.5433364
-4.9,24.142437,-4.469372,0.25170162,5.1150684
-4.8,23.71101,-5.2276187,0.300023,5.178356
-4.7,23.012829,-4.4824204,-0.044814263,4.984396
-4.6,22.966328,-4.8981533,-0.33057922,5.2003083
-4.5,22.882011,-4.083156,-0.69832176,4.805874
-4.4,22.066694,-4.2726665,-0.4550213,4.8010564
-4.3,21.360685,-3.9036884,-0.30801138,4.6096907
-4.2,20.570072,-4.5892053,-0.6093653,4.412625
-4.1,20.14784,-3.6601996,-0.14304148,4.211494
-4.0,20.287407,-3.923523,-0.28372848,4.2131243
-3.9,19.76272,-4.2262964,-1.1451569,4.094717
-3.8,18.833635,-3.8318474,-1.011685,3.9280782
-3.7,18.13982,-3.4117563,-0.7464125,4.494955
-3.6,17.620678,-3.5403018,-0.9594287,4.730847
-3.5,17.008497,-3.0656567,-0.5008171,4.2483263
-3.4,17.164131,-3.552418,-1.0732445,4.148851
-3.3,16.306303,-2.8228328,-0.7562007,4.468268
-3.2,15.801591,-3.302031,-0.7252685,3.5875232
-3.1,15.717052,-3.5869915,-0.97819686,3.7273636
-3.0,14.515282,-3.0107532,-1.0812987,4.0579324
-2.9,14.045476,-2.929287,-0.8377616,3.8156378
-2.8,13.529468,-2.9395442,-1.3530498,3.391872
-2.7,13.535015,-2.404218,-0.8664977,3.641679
-2.6,12.986074,-2.1446803,-0.42822912,3.7567391
-2.5,12.233277,-2.690293,-0.78902835,3.3482184
-2.4,11.630326,-2.7108667,-0.2677728,3.7635455
-2.3,11.300808,-2.5659745,-0.24195853,3.023212
-2.2,11.186547,-1.9999708,-0.09008841,2.7695715
-2.1,10.5327835,-2.0462055,-0.49972814,3.311919
-2.0,10.33388,-2.3849087,-0.49669993,2.566899
-1.9,9.870227,-2.3432815,0.11105983,2.8503833
-1.8,8.719751,-2.1626875,0.033074647,2.6296425
-1.7,8.2530985,-1.4997363,-0.044158448,2.4162233
-1.6,8.02326,-1.9181911,-0.030468734,3.0131752
-1.5,7.129017,-1.0092504,0.21553877,2.293538
-1.4,6.6406684,-1.2415875,0.3768921,2.501026
-1.3,6.009397,-1.5584021,0.49316543,3.0807967
-1.2,5.952566,-1.0936878,0.8412634,2.5562065
-1.1,5.571769,-1.2951124,0.22474879,2.9530563
-1.0,5.2570844,-0.96401733,0.9346212,2.7317317
-0.9,4.906705,-0.7439514,0.8575169,2.7573533
-0.8,3.8610218,-0.5721207,1.0937749,2.2236574
-0.7,3.9263108,-0.2881041,0.33301356,2.6718383
-0.6,2.6113963,-0.37335873,0.46645665,2.747514
-0.5,2.0845652,-0.1043527,0.4542326,2.2612178
-0.4,2.2571418,-0.8609528,0.7708062,1.9149921
-0.3,1.1171775,0.05463055,0.9385319,2.2189362
-0.2,0.7291052,-0.64720833,0.48260877,2.481507
-0.1,0.91491294,-0.25574604,1.1657819,1.7748604
2.842171e-13,0.397747,0.1484928,1.484146,1.7854393
0.1,0.11407356,0.42131656,0.968954,2.2543113
0.2,1.2805786,0.39866665,0.93770367,2.6953843
0.3,1.2950937,0.68027294,1.3628688,2.3820395
0.4,1.8531193,0.84633476,0.46994233,2.1857703
0.5,2.7579572,0.44082806,1.104972,2.0151258
0.6,2.6683946,0.83427286,0.6647412,2.494333
0.7,3.2964785,0.26210004,0.32591307,1.9919791
0.8,3.7160604,0.68448913,0.22270998,2.451363
0.9,4.060302,0.95446545,0.82467306,2.2347486
1.0,4.710797,1.205493,0.26627272,1.9644481
1.1,5.6646543,0.8657145,0.91905624,2.0537486
1.2,6.218311,0.9602701,0.37882093,2.7325642
1.3,6.907157,1.1255331,-0.17027281,2.107929
1.4,7.195709,1.6419142,0.042615943,2.993717
1.5,7.061987,1.4616625,0.2173648,2.7988026
1.6,8.201094,1.6507739,-0.03232521,2.9954007
1.7,8.616091,1.2570878,-0.2728239,2.6179144
1.8,8.7062435,1.5246352,0.072636336,2.9682446
1.9,9.360652,1.6487355,-0.3625821,2.5748777
2.0,10.371681,1.6763331,-0.15856273,2.9256964
2.1,10.447732,2.512756,-0.73824257,2.7795625
2.2,10.577092,1.746145,-0.102949016,3.040118
2.3,11.591926,2.480097,-0.88418144,3.2817328
2.4,11.695629,2.155533,-0.41880208,3.114772
2.5,12.550227,2.6751122,-0.80745655,3.6408045
2.6,12.621283,2.9539714,-0.44723865,3.7574925
2.7,13.180496,2.4211636,-0.886842,3.3942833
2.8,13.651056,2.631117,-0.79776514,3.2922604
2.9,14.397073,2.6367614,-1.2898122,3.8454564
3.0,15.105175,2.8378015,-1.367789,4.178046
3.1,15.331581,3.4386876,-0.77171606,3.8674996
3.2,15.882665,2.870337,-1.1180427,4.121915
3.3,16.335548,3.1880546,-0.81772923,3.5637112
3.4,16.543121,3.710843,-0.90964156,4.310232
3.5,17.04049,3.8771644,-0.6101415,3.7324085
3.6,17.891872,3.679975,-1.1446472,4.273158
3.7,18.14923,3.453631,-0.9359684,4.537801
3.8,19.19746,3.834034,-0.8921886,4.580969
3.9,19.145966,4.349529,-1.1534275,4.2305756
4.0,20.448666,3.949583,-1.0406791,4.65511
4.1,20.226585,3.9130569,-1.0298203,4.7811313
4.2,21.096628,4.349427,-0.5592807,5.188007
4.3,21.105267,4.791352,-0.739206,4.9851537
4.4,21.7908,4.4625363,-0.6024059,4.7785826
4.5,22.414625,4.8327765,0.21672732,5.0358586
4.6,22.952513,4.8058,-0.5838998,5.446495
4.7,23.645853,4.3314657,0.44042885,4.8909926
4.8,23.678383,4.6371875,-0.41073507,5.2633204
4.9,24.997826,5.389275,-0.13432245,5.061975
5.0,25.317198,4.753496,0.41239694,5.125043
5.1,25.671692,5.127542,0.46863502,5.105501
5.2,26.354715,5.545039,0.065711476,5.2606444
5.3,26.955875,5.444383,0.49408364,6.076462
5.4,26.50958,5.842135,0.3005271,5.483571
5.5,27.423494,5.015648,0.7802981,6.2043743
5.6,28.322643,5.494486,0.844585,6.0243783
5.7,28.88557,6.1647134,1.0660455,6.306507
5.8,29.14215,5.4988394,1.2847711,6.683572
5.9,29.520582,5.9047065,0.8443392,6.696956
6.0,29.510155,6.3349442,0.98931164,6.375991
6.1,30.682365,6.3417425,1.2384114,6.882038
6.2,31.04376,5.945147,1.3261241,6.16096
6.3,31.498066,6.125144,1.2454727,6.6933966
6.4,31.741703,5.986347,0.97779083,6.9186687
6.5,32.355213,6.0139475,0.5949452,6.4756613
6.6,32.89409,6.3344164,1.2641873,6.841811
6.7,33.896584,6.245423,0.4691166,7.4470596
6.8,34.173195,6.6851864,1.2590526,7.6273003
6.9,34.92579,6.4640102,0.73364234,7.4029617
7.0,34.85908,6.5403233,1.1531588,7.5758724
7.1,35.12837,6.904447,0.83968616,7.3315516
7.2,35.59323,6.870735,0.79936224,7.8769116
7.3,36.330482,6.9421406,0.7015292,7.650224
7.4,37.453156,7.4089947,0.56693864,7.7280912
7.5,37.6709,7.848277,0.47435692,8.168552
7.6,37.940582,8.005718,-0.062042627,8.387105
7.7,38.7578,7.8406606,0.2710253,8.091037
7.8,38.646065,8.289928,0.058442216,7.6706066
7.9,39.718006,7.705274,0.39505255,8.016547
8.0,39.50318,7.593341,0.31724504,7.8631043
8.1,40.659973,7.645795,-0.06250772,8.327161
8.2,41.482494,8.241308,0.04564179,8.080122
8.3,41.07264,8.211299,-0.18563837,8.496609
8.4,42.07659,8.736884,-0.48353463,8.471282
8.5,42.51485,8.607944,-0.10454756,8.797659
8.6,42.90424,8.343906,-0.7698234,8.938175
8.7,43.81565,8.987765,-0.37069207,8.640866
8.8,44.40603,9.037046,-1.0547348,9.540276
8.9,44.406906,8.907278,-0.3892227,8.751278
9.0,45.33423,9.06013,-1.3206178,9.483657
9.1,45.242146,8.738106,-0.9946459,9.629576
9.2,46.358227,9.013148,-0.950647,9.5404415
9.3,46.6395,9.078813,-1.4001573,9.303655
9.4,46.51432,9.242353,-0.55260473,9.724719
9.5,47.88783,9.674802,-1.2655199,9.671477
9.6,47.803947,9.743747,-0.50247025,10.32998
9.7,48.63258,9.943542,-0.77271926,9.726612
9.8,49.102608,9.385729,-0.9226279,10.499157
9.9,49.97447,10.344829,-1.1646897,10.309533
10.0,50.375908,10.344512,-1.1949209,10.29589
10.1,50.7137,10.183171,-0.39928296,10.252784
10.2,50.522522,9.877777,-1.0726233,10.830654
10.3,51.554424,10.284369,-0.22105412,10.972132
10.4,51.884445,10.73742,-0.7443026,10.443186
10.5,52.87138,10.030639,-0.45231476,10.903488
10.6,53.491253,11.036386,-0.084372066,11.30758
10.7,53.454674,10.925009,0.19794342,10.878259
10.8,54.246487,10.336497,-0.2618109,10.557686
10.9,54.46179,11.183507,0.11212995,10.960516
11.0,55.301666,10.792946,-0.18724918,10.826523
11.1,55.997017,11.104171,-0.13614923,11.469632
11.2,55.91742,10.834988,0.19293618,11.1481085
11.3,56.7133,11.275974,-0.18102278,11.995092
11.4,57.02039,11.010226,0.06483859,11.175336
11.5,57.06729,11.519955,0.048787743,11.716957
11.6,58.099667,11.27959,0.7389985,11.826639
11.7,58.59066,11.966286,0.88144314,11.86504
11.8,59.226887,11.7436495,0.4917952,11.873834
11.9,59.27718,11.917231,0.56327343,12.126835
12.0,59.884773,12.24078,0.67498565,11.738664
12.1,60.24737,12.563735,0.7246963,12.061895
12.2,60.693356,12.317929,1.3246691,12.481966
12.3,61.449467,12.749842,1.2828107,12.496496
12.4,61.863876,12.164192,1.0295532,12.653059
12.5,62.20795,12.93526,1.1067002,12.879869
12.6,63.26756,12.633291,0.9719196,12.540267
12.7,63.015144,13.062078,0.8763852,12.411046
12.8,63.745655,12.555546,0.51540256,13.400298
12.9,64.69291,12.903021,0.5433892,13.036099
13.0,64.54168,12.938403,0.9444333,13.600417
13.1,65.57659,13.41562,1.0121017,13.435279
13.2,66.451904,12.913754,1.1733085,13.317262
13.3,66.55318,13.772914,1.1635718,13.955698
13.4,67.472206,13.850753,0.8833767,13.282948
13.5,67.31047,13.952097,0.6623549,13.81322
13.6,67.57838,13.76746,0.2448898,13.413103
13.7,68.51115,14.036263,0.5655111,14.339415
13.8,69.026566,13.640547,0.45206437,13.551002
13.9,69.2614,14.0642185,-0.14734685,14.077238
14.0,69.9839,14.374078,0.54946077,13.9604025
14.1,70.22939,13.714865,0.41756728,14.428589
14.2,71.174576,14.420817,-0.1815236,13.947904
14.3,71.28062,14.608313,0.33170784,14.145088
14.4,71.89371,14.197804,-0.06178834,14.977923
14.5,72.39558,14.491534,0.1449519,15.16631
14.6,72.836975,14.622723,-0.47047588,14.976374
14.7,73.82845,14.207448,-0.36278465,14.883625
14.8,74.45521,14.423716,-0.5335902,14.815009
14.9,74.22229,14.741717,-0.9804353,15.363573
15.0,75.408745,14.545815,-0.66478795,15.509028
15.1,75.29719,14.819773,-0.54401475,14.907178
15.2,76.30705,15.227864,-0.5308861,15.533987
15.3,76.721275,14.837183,-0.48795092,15.134909
15.4,77.21659,15.487967,-0.96358716,15.743915
15.5,77.74192,15.617164,-0.6446888,15.7507515
15.6,78.32098,15.54664,-1.2854549,15.563337
15.7,78.342674,15.789757,-1.2060624,15.517163
15.8,79.02568,15.887777,-0.6093339,15.55369
15.9,79.36431,15.443342,-1.2273959,15.748928
16.0,80.44971,16.336342,-1.4401222,16.313683
16.1,80.06159,16.299381,-0.55076253,16.412344
16.2,81.343666,16.28097,-1.187146,15.968165
16.3,81.97818,16.053514,-0.4966172,16.120428
16.4,81.75522,16.730625,-1.1063614,16.219511
16.5,82.049774,16.1405,-0.5132903,16.394333
16.6,82.71176,17.067375,-1.0506027,16.457441
16.7,83.69958,16.630714,-0.5321949,17.211212
16.8,84.14778,16.971275,-0.010294954,17.12452
16.9,84.399796,17.11967,-0.12050026,17.187962
17.0,85.4341,16.859207,-0.74110186,17.381254
17.1,85.414116,17.280315,-0.65430486,17.025347
17.2,85.90994,17.168934,0.18476038,17.180933
17.3,86.157394,17.455858,0.26270217,17.519894
17.4,87.080376,17.60575,0.5989245,17.633137
17.5,87.38895,17.42082,0.13103238,17.624926
17.6,87.973755,17.243834,0.079304025,17.515032
17.7,88.29993,17.410185,0.4524071,18.084126
17.8,89.01378,18.021807,0.67418325,17.79826
17.9,89.85924,17.496666,0.21714553,18.472937
18.0,90.41001,17.526821,0.42952013,17.998272
18.1,90.92689,18.221874,0.35688752,18.583809
18.2,91.47829,17.867096,0.30679625,18.043728
18.3,91.088875,17.929688,0.46882552,18.511108
18.4,91.86958,18.811834,1.3368447,18.893906
18.5,92.35017,18.742172,0.760291,18.448832
18.6,93.317345,18.690933,1.1188151,18.519962
18.7,93.1513,18.935104,1.29536,19.106966
18.8,93.91811,19.153767,1.2705506,18.945349
18.9,94.96364,19.06747,1.4576459,19.160402
19.0,94.90504,18.84163,0.8065896,19.405504
19.1,95.58543,18.977743,1.1272215,19.56697
19.2,96.012505,19.670216,1.1324766,19.092484
19.3,96.555786,19.717806,0.72760785,19.349903
19.4,96.622536,19.421309,0.85694814,20.002384
19.5,97.26914,19.516253,0.41436112,19.759453
19.6,98.05627,19.689243,0.7484259,19.963621
19.7,98.47854,20.03626,0.20649499,19.77628
19.8,99.21993,19.696222,0.38032806,20.269777
19.9,99.1435,20.025005,0.102107115,19.580418
